scientificname,decimallongitude,decimallatitude
Mirounga leonina,158.92999,-54.509998
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.92999,-54.529999
Mirounga leonina,158.88,-54.5
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.91,-54.5
Mirounga leonina,158.92,-54.549999
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.84,-54.759998
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158.82001,-54.77
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.92999,-54.529999
Mirounga leonina,158,-54
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158,-54
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.91,-54.560001
Mirounga leonina,158.88,-54.5
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.92,-54.580002
Mirounga leonina,158,-54
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.91,-54.560001
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.85001,-54.540001
Mirounga leonina,158.91,-54.5
Mirounga leonina,158.92999,-54.52
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158,-54
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158,-54
Mirounga leonina,158,-54
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158,-54
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.87,-54.549999
Mirounga leonina,158,-54
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.82001,-54.650002
Mirounga leonina,158,-54
Mirounga leonina,158,-54
Mirounga leonina,158,-54
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158.92999,-54.529999
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.92,-54.549999
Mirounga leonina,158.92999,-54.52
Mirounga leonina,158,-54
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.92999,-54.529999
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158,-54
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.82001,-54.77
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158.91,-54.57
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158,-54
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158,-54
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.92999,-54.529999
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158,-54
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.87,-54.669998
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158.92999,-54.52
Mirounga leonina,158.91,-54.560001
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.82001,-54.77
Mirounga leonina,158.91,-54.5
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158,-54
Mirounga leonina,158.89,-54.619999
Mirounga leonina,158.92999,-54.529999
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158,-54
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158,-54
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.92,-54.580002
Mirounga leonina,158.82001,-54.77
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.92999,-54.52
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158,-54
Mirounga leonina,158,-54
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158,-54
Mirounga leonina,158,-54
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.92999,-54.529999
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.92999,-54.529999
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158,-54
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158,-54
Mirounga leonina,158,-54
Mirounga leonina,158,-54
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158,-54
Mirounga leonina,158,-54
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158,-54
Mirounga leonina,158.92999,-54.5
Mirounga leonina,158.91,-54.560001
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158,-54
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158,-54
Mirounga leonina,158.92999,-54.529999
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158,-54
Mirounga leonina,158,-54
Mirounga leonina,158.82001,-54.650002
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.88,-54.5
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158.92999,-54.490002
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.92999,-54.509998
Mirounga leonina,158,-54
Mirounga leonina,158,-54
Mirounga leonina,158,-54
Mirounga leonina,158,-54
Mirounga leonina,158,-54
Mirounga leonina,158.91,-54.5
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158,-54
Mirounga leonina,158.85001,-54.700001
Mirounga leonina,158,-54
Mirounga leonina,158.92999,-54.52
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.91,-54.560001
Mirounga leonina,158.92,-54.580002
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.92,-54.549999
Mirounga leonina,158,-54
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158,-54
Mirounga leonina,158.92999,-54.529999
Mirounga leonina,158,-54
Mirounga leonina,158.91,-54.560001
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.92999,-54.52
Mirounga leonina,158,-54
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158,-54
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158,-54
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158,-54
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158,-54
Mirounga leonina,158.82001,-54.619999
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.92,-54.540001
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158.92,-54.580002
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.86,-54.540001
Mirounga leonina,158.91,-54.5
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158,-54
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.92999,-54.52
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.82001,-54.77
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158,-54
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.91,-54.5
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158.92999,-54.529999
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158,-54
Mirounga leonina,158.92,-54.580002
Mirounga leonina,158,-54
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.86,-54.529999
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158,-54
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.92999,-54.52
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158,-54
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.92999,-54.52
Mirounga leonina,158.87,-54.52
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.92999,-54.52
Mirounga leonina,158.92999,-54.5
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158,-54
Mirounga leonina,158.83,-54.669998
Mirounga leonina,158.88,-54.490002
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158,-54
Mirounga leonina,158.91,-54.560001
Mirounga leonina,158.86,-54.540001
Mirounga leonina,158,-54
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158,-54
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.89,-54.619999
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.85001,-54.560001
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158,-54
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.92999,-54.490002
Mirounga leonina,158,-54
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158.91,-54.599998
Mirounga leonina,158,-54
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.91,-54.5
Mirounga leonina,158.89,-54.619999
Mirounga leonina,158.88,-54.5
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.87,-54.68
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158.85001,-54.73
Mirounga leonina,158,-54
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158.92,-54.580002
Mirounga leonina,158.91,-54.560001
Mirounga leonina,158,-54
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158,-54
Mirounga leonina,158.92999,-54.529999
Mirounga leonina,158.92999,-54.529999
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.91,-54.560001
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.91,-54.560001
Mirounga leonina,158,-54
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158,-54
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158.92999,-54.529999
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.86,-54.540001
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158,-54
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158,-54
Mirounga leonina,158.82001,-54.77
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.92999,-54.5
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158,-54
Mirounga leonina,158,-54
Mirounga leonina,158.86,-54.540001
Mirounga leonina,158,-54
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158.92,-54.540001
Mirounga leonina,158.87,-54.669998
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.89,-54.619999
Mirounga leonina,158.92999,-54.490002
Mirounga leonina,158,-54
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.92999,-54.509998
Mirounga leonina,158.92999,-54.509998
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.92999,-54.529999
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158,-54
Mirounga leonina,158,-54
Mirounga leonina,158,-54
Mirounga leonina,158,-54
Mirounga leonina,158,-54
Mirounga leonina,158.89,-54.619999
Mirounga leonina,158,-54
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158,-54
Mirounga leonina,158.82001,-54.77
Mirounga leonina,158.92999,-54.529999
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158,-54
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158,-54
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158,-54
Mirounga leonina,158,-54
Mirounga leonina,158,-54
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.89,-54.619999
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.82001,-54.77
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.92,-54.580002
Mirounga leonina,158,-54
Mirounga leonina,158.88,-54.5
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158,-54
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.92999,-54.529999
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.91,-54.560001
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158,-54
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.92999,-54.52
Mirounga leonina,158,-54
Mirounga leonina,158,-54
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.86,-54.540001
Mirounga leonina,158.92999,-54.52
Mirounga leonina,158,-54
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.92999,-54.529999
Mirounga leonina,158.86,-54.689999
Mirounga leonina,158.87,-54.549999
Mirounga leonina,158.88,-54.66
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158,-54
Mirounga leonina,158.91,-54.5
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158,-54
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.85001,-54.560001
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158,-54
Mirounga leonina,158.92999,-54.5
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158,-54
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.92999,-54.529999
Mirounga leonina,158,-54
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158,-54
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158,-54
Mirounga leonina,158,-54
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158,-54
Mirounga leonina,158.92999,-54.529999
Mirounga leonina,158,-54
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158,-54
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158,-54
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.88,-54.5
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158,-54
Mirounga leonina,158,-54
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158,-54
Mirounga leonina,158.92999,-54.529999
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158.91,-54.5
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158,-54
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158,-54
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.92999,-54.529999
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158,-54
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.89,-54.639999
Mirounga leonina,158.92999,-54.490002
Mirounga leonina,158.89,-54.619999
Mirounga leonina,158,-54
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158.85001,-54.560001
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.91,-54.5
Mirounga leonina,158.55,-54.299999
Mirounga leonina,158,-54
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158,-54
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158.56,-54.290001
Mirounga leonina,158.56,-54.299999
Mirounga leonina,158.56,-54.299999
